scene,agent_id,agent_type,frame,x,y
seq_hotel,8,0,15,128.27100000000002,229.95891958041958
seq_hotel,8,0,20,128.34903703703702,229.9412704826038
seq_hotel,8,0,25,128.42129629629628,229.92174415091083
seq_hotel,8,0,30,128.488,229.90040093240094
seq_hotel,8,0,35,128.54937037037035,229.87730117413452
seq_hotel,8,0,40,128.60562962962965,229.8525052231719
seq_hotel,8,0,45,128.65699999999998,229.82607342657343
seq_hotel,8,0,50,128.7037037037037,229.79806613139945
seq_hotel,8,0,55,128.74596296296295,229.76854368471035
seq_hotel,8,0,60,128.784,229.73756643356643
seq_hotel,8,0,65,128.81803703703704,229.70519472502806
seq_hotel,8,0,70,128.8482962962963,229.67148890615556
seq_hotel,8,0,75,128.875,229.63650932400932
seq_hotel,8,0,80,128.89837037037037,229.6003163256497
seq_hotel,8,0,85,128.9186296296296,229.56297025813691
seq_hotel,8,0,90,128.936,229.52453146853148
seq_hotel,8,0,95,128.9507037037037,229.48506030389365
seq_hotel,8,0,100,128.96296296296296,229.44461711128378
seq_hotel,8,0,105,128.97299999999998,229.40326223776225
seq_hotel,8,0,110,128.98103703703703,229.36105603038936
seq_hotel,8,0,115,128.9872962962963,229.3180588362255
seq_hotel,8,0,120,128.99200000000002,229.27433100233102
seq_hotel,8,0,125,128.99537037037035,229.22993287576622
seq_hotel,8,0,130,128.9976296296296,229.18492480359146
seq_hotel,8,0,135,128.999,229.13936713286714
seq_hotel,8,0,140,128.99970370370372,229.09332021065353
seq_hotel,8,0,145,128.99996296296297,229.04684438401105
seq_hotel,8,0,150,129.0,229.0
seq_hotel,8,0,155,128.9863683127572,228.94875092328795
seq_hotel,8,0,160,128.94650205761317,228.88939010235308
seq_hotel,8,0,165,128.88194444444446,228.8224715099715
seq_hotel,8,0,170,128.79423868312756,228.7485491189195
seq_hotel,8,0,175,128.6849279835391,228.6681769019732
seq_hotel,8,0,180,128.55555555555554,228.58190883190883
seq_hotel,8,0,185,128.4076646090535,228.4902988815026
seq_hotel,8,0,190,128.24279835390948,228.39390102353065
seq_hotel,8,0,195,128.0625,228.2932692307692
seq_hotel,8,0,200,127.86831275720165,228.1889574759945
seq_hotel,8,0,205,127.66177983539094,228.0815197319827
seq_hotel,8,0,210,127.44444444444444,227.97150997151
seq_hotel,8,0,215,127.21784979423867,227.85948216735255
seq_hotel,8,0,220,126.9835390946502,227.7459902922866
seq_hotel,8,0,225,126.74305555555556,227.63158831908834
seq_hotel,8,0,230,126.49794238683127,227.51683022053393
seq_hotel,8,0,235,126.2497427983539,227.4022699693996
seq_hotel,8,0,240,126.0,227.28846153846155
seq_hotel,8,0,245,125.7502572016461,227.17595890049594
seq_hotel,8,0,250,125.50205761316872,227.065316028279
seq_hotel,8,0,255,125.25694444444444,226.95708689458692
seq_hotel,8,0,260,125.01646090534979,226.85182547219583
seq_hotel,8,0,265,124.78215020576131,226.750085733882
seq_hotel,8,0,270,124.55555555555556,226.65242165242162
seq_hotel,8,0,275,124.33822016460906,226.5593872005909
seq_hotel,8,0,280,124.13168724279836,226.47153635116598
seq_hotel,8,0,285,123.9375,226.38942307692307
seq_hotel,8,0,290,123.75720164609054,226.31360135063838
seq_hotel,8,0,295,123.5923353909465,226.24462514508812
seq_hotel,8,0,300,123.44444444444444,226.1830484330484
seq_hotel,8,0,305,123.3150720164609,226.12942518729557
seq_hotel,8,0,310,123.20576131687243,226.08430938060567
seq_hotel,8,0,315,123.11805555555556,226.048254985755
seq_hotel,8,0,320,123.05349794238683,226.02181597551967
seq_hotel,8,0,325,123.01363168724279,226.00554632267597
seq_hotel,8,0,330,123.0,226.0
seq_hotel,8,0,335,123.00484023813577,226.0
seq_hotel,8,0,340,123.01906023325971,226.0
seq_hotel,8,0,345,123.0422089064467,226.0
seq_hotel,8,0,350,123.07383517877166,226.0
seq_hotel,8,0,355,123.11348797130951,226.0
seq_hotel,8,0,360,123.16071620513512,226.0
seq_hotel,8,0,365,123.21506880132345,226.0
seq_hotel,8,0,370,123.27609468094937,226.0
seq_hotel,8,0,375,123.34334276508778,226.0
seq_hotel,8,0,380,123.41636197481363,226.0
seq_hotel,8,0,385,123.4947012312018,226.0
seq_hotel,8,0,390,123.57790945532719,226.0
seq_hotel,8,0,395,123.66553556826473,226.0
seq_hotel,8,0,400,123.7571284910893,226.0
seq_hotel,8,0,405,123.85223714487584,226.0
seq_hotel,8,0,410,123.95041045069922,226.0
seq_hotel,8,0,415,124.05119732963439,226.0
seq_hotel,8,0,420,124.15414670275624,226.0
seq_hotel,8,0,425,124.25880749113965,226.0
seq_hotel,8,0,430,124.36472861585956,226.0
seq_hotel,8,0,435,124.47145899799088,226.0
seq_hotel,8,0,440,124.57854755860849,226.0
seq_hotel,8,0,445,124.68554321878733,226.0
seq_hotel,8,0,450,124.79199489960227,226.0
seq_hotel,8,0,455,124.89745152212825,226.0
seq_hotel,8,0,460,125.00146200744017,226.0
seq_hotel,8,0,465,125.10357527661293,226.0
seq_hotel,8,0,470,125.20334025072144,226.0
seq_hotel,8,0,475,125.30030585084062,226.0
seq_hotel,8,0,480,125.39402099804535,226.0
seq_hotel,8,0,485,125.48403461341056,226.0
seq_hotel,8,0,490,125.56989561801115,226.0
seq_hotel,8,0,495,125.65115293292205,226.0
seq_hotel,8,0,500,125.72735547921812,226.0
seq_hotel,8,0,505,125.7980521779743,226.0
seq_hotel,8,0,510,125.86279195026552,226.0
seq_hotel,8,0,515,125.92112371716662,226.0
seq_hotel,8,0,520,125.97259639975256,226.0
seq_hotel,8,0,525,126.01723740896679,225.99981658268942
seq_hotel,8,0,530,126.05918618715953,225.9977628370357
seq_hotel,8,0,535,126.0995415859517,225.9934539837175
seq_hotel,8,0,540,126.13835606720737,225.9869197138278
seq_hotel,8,0,545,126.17568209279057,225.97818971845967
seq_hotel,8,0,550,126.21157212456535,225.9672936887061
seq_hotel,8,0,555,126.24607862439572,225.95426131566006
seq_hotel,8,0,560,126.2792540541458,225.93912229041467
seq_hotel,8,0,565,126.31115087567956,225.92190630406287
seq_hotel,8,0,570,126.34182155086107,225.90264304769772
seq_hotel,8,0,575,126.37131854155437,225.8813622124122
seq_hotel,8,0,580,126.39969430962351,225.85809348929936
seq_hotel,8,0,585,126.42700131693253,225.83286656945222
seq_hotel,8,0,590,126.45329202534548,225.8057111439638
seq_hotel,8,0,595,126.47861889672639,225.77665690392712
seq_hotel,8,0,600,126.50303439293928,225.7457335404352
seq_hotel,8,0,605,126.52659097584826,225.712970744581
seq_hotel,8,0,610,126.5493411073173,225.67839820745766
seq_hotel,8,0,615,126.5713372492105,225.64204562015806
seq_hotel,8,0,620,126.59263186339187,225.60394267377535
seq_hotel,8,0,625,126.61327741172546,225.56411905940243
seq_hotel,8,0,630,126.63332635607533,225.52260446813244
seq_hotel,8,0,635,126.6528311583055,225.4794285910583
seq_hotel,8,0,640,126.67184428028003,225.43462111927306
seq_hotel,8,0,645,126.69041818386295,225.38821174386976
seq_hotel,8,0,650,126.7086053309183,225.3402301559414
seq_hotel,8,0,655,126.72645818331014,225.29070604658102
seq_hotel,8,0,660,126.74402920290251,225.2396691068816
seq_hotel,8,0,665,126.76137085155945,225.1871490279362
seq_hotel,8,0,670,126.778535591145,225.1331755008378
seq_hotel,8,0,675,126.7955758835232,225.07777821667946
seq_hotel,8,0,680,126.81254419055809,225.02098686655418
seq_hotel,8,0,685,126.82949297411375,224.96283114155503
seq_hotel,8,0,690,126.84647469605416,224.90334073277492
seq_hotel,8,0,695,126.86354181824342,224.84254533130692
seq_hotel,8,0,700,126.88074680254554,224.7804746282441
seq_hotel,8,0,705,126.89814211082458,224.71715831467944
seq_hotel,8,0,710,126.91578020494458,224.65262608170593
seq_hotel,8,0,715,126.93371354676957,224.58690762041658
seq_hotel,8,0,720,126.95199459816361,224.5200326219045
seq_hotel,8,0,725,126.97067582099072,224.45203077726265
seq_hotel,8,0,730,126.98980967711498,224.38293177758408
seq_hotel,8,0,735,127.00944862840039,224.31276531396173
seq_hotel,8,0,740,127.02964513671104,224.2415610774887
seq_hotel,8,0,745,127.05045166391092,224.16934875925799
seq_hotel,8,0,750,127.07192067186412,224.0961580503626
seq_hotel,8,0,755,127.09410462243466,224.02201864189556
seq_hotel,8,0,760,127.1170559774866,223.9469602249499
seq_hotel,8,0,765,127.14082719888397,223.87101249061863
seq_hotel,8,0,770,127.16547074849079,223.79420512999477
seq_hotel,8,0,775,127.19103908817114,223.71656783417131
seq_hotel,8,0,780,127.21758467978907,223.6381302942413
seq_hotel,8,0,785,127.24515998520859,223.5589222012978
seq_hotel,8,0,790,127.27381746629375,223.47897324643378
seq_hotel,8,0,795,127.30360958490859,223.39831312074224
seq_hotel,8,0,800,127.3345888029172,223.31697151531625
seq_hotel,8,0,805,127.36680758218357,223.23497812124882
seq_hotel,8,0,810,127.40031838457176,223.1523626296329
seq_hotel,8,0,815,127.43517367194578,223.06915473156158
seq_hotel,8,0,820,127.47142590616974,222.98538411812788
seq_hotel,8,0,825,127.50912754910765,222.9010804804248
seq_hotel,8,0,830,127.54833106262355,222.81627350954534
seq_hotel,8,0,835,127.58908890858146,222.7309928965826
seq_hotel,8,0,840,127.63145354884547,222.64526833262946
seq_hotel,8,0,845,127.6754774452796,222.55912950877908
seq_hotel,8,0,850,127.7212130597479,222.4726061161244
seq_hotel,8,0,855,127.76871285411438,222.38572784575845
seq_hotel,8,0,860,127.81802929024313,222.29852438877427
seq_hotel,8,0,865,127.86921482999819,222.21102543626486
seq_hotel,8,0,870,127.92232193524357,222.12326067932327
seq_hotel,8,0,875,127.97740306784331,222.03525980904246
seq_hotel,8,0,880,128.041637980183,221.9434329432728
seq_hotel,8,0,885,128.1429314922446,221.8336857032179
seq_hotel,8,0,890,128.28119884634933,221.7061646134299
seq_hotel,8,0,895,128.45309705482106,221.56267217254782
seq_hotel,8,0,900,128.6552831299838,221.4050108792107
seq_hotel,8,0,905,128.8844140841614,221.2349832320575
seq_hotel,8,0,910,129.1371469296778,221.05439172972717
seq_hotel,8,0,915,129.41013867885695,220.86503887085877
seq_hotel,8,0,920,129.70004634402278,220.66872715409136
seq_hotel,8,0,925,130.00352693749917,220.46725907806382
seq_hotel,8,0,930,130.31723747161013,220.26243714141523
seq_hotel,8,0,935,130.6378349586795,220.0560638427846
seq_hotel,8,0,940,130.9619764110312,219.84994168081093
seq_hotel,8,0,945,131.28631884098917,219.64587315413317
seq_hotel,8,0,950,131.60751926087735,219.44566076139037
seq_hotel,8,0,955,131.92223468301972,219.25110700122153
seq_hotel,8,0,960,132.22712211974007,219.06401437226566
seq_hotel,8,0,965,132.51883858336242,218.8861853731617
seq_hotel,8,0,970,132.79404108621068,218.71942250254875
seq_hotel,8,0,975,133.0493866406088,218.56552825906573
seq_hotel,8,0,980,133.2815322588806,218.42630514135172
seq_hotel,8,0,985,133.4871349533501,218.30355564804563
seq_hotel,8,0,990,133.6628517363412,218.19908227778654
seq_hotel,8,0,995,133.80533962017782,218.11468752921343
seq_hotel,8,0,1000,133.91125561718385,218.0521739009653
seq_hotel,8,0,1005,133.9772567396833,218.01334389168116
seq_hotel,8,0,1010,134.0,218.0
seq_hotel,8,0,1015,133.94527452877068,218.02052205171097
seq_hotel,8,0,1020,133.78841924835757,218.07934278186593
seq_hotel,8,0,1025,133.54041585867284,218.1723440529977
seq_hotel,8,0,1030,133.2122460596288,218.2954077276392
seq_hotel,8,0,1035,132.81489155113766,218.4444156683234
seq_hotel,8,0,1040,132.35933403311168,218.61524973758313
seq_hotel,8,0,1045,131.85655520546302,218.80379179795136
seq_hotel,8,0,1050,131.31753676810402,219.005923711961
seq_hotel,8,0,1055,130.75326042094687,219.21752734214493
seq_hotel,8,0,1060,130.1747078639038,219.43448455103606
seq_hotel,8,0,1065,129.59286079688707,219.65267720116734
seq_hotel,8,0,1070,129.01870091980888,219.86798715507166
seq_hotel,8,0,1075,128.46320993258152,220.07629627528195
seq_hotel,8,0,1080,127.9373695351172,220.27348642433105
seq_hotel,8,0,1085,127.45216142732815,220.45543946475195
seq_hotel,8,0,1090,127.01856730912662,220.6180372590775
seq_hotel,8,0,1095,126.64756888042484,220.75716166984068
seq_hotel,8,0,1100,126.35014784113507,220.86869455957435
seq_hotel,8,0,1105,126.13728589116953,220.94851779081142
seq_hotel,8,0,1110,126.01996473044045,220.99251322608484
seq_hotel,8,0,1115,126.00320144270519,220.99857713657548
seq_hotel,8,0,1120,126.03849808280576,220.98288974097522
seq_hotel,8,0,1125,126.1110225084919,220.9506566628925
seq_hotel,8,0,1130,126.21857189221419,220.9028569367937
seq_hotel,8,0,1135,126.35894340642315,220.84046959714524
seq_hotel,8,0,1140,126.52993422356937,220.76447367841362
seq_hotel,8,0,1145,126.7293415161034,220.67584821506514
seq_hotel,8,0,1150,126.9549624564758,220.5755722415663
seq_hotel,8,0,1155,127.20459421713711,220.46462479238352
seq_hotel,8,0,1160,127.47603397053791,220.34398490198313
seq_hotel,8,0,1165,127.76707888912875,220.21463160483168
seq_hotel,8,0,1170,128.0755261453602,220.07754393539548
seq_hotel,8,0,1175,128.39917291168277,219.933700928141
seq_hotel,8,0,1180,128.73581636054706,219.78408161753464
seq_hotel,8,0,1185,129.08325366440363,219.62966503804282
seq_hotel,8,0,1190,129.43928199570303,219.471430224132
seq_hotel,8,0,1195,129.8016985268958,219.31035621026854
seq_hotel,8,0,1200,130.1683004304325,219.14742203091888
seq_hotel,8,0,1205,130.53688487876371,218.98360672054946
seq_hotel,8,0,1210,130.90524904433997,218.81988931362667
seq_hotel,8,0,1215,131.27119009961186,218.65724884461693
seq_hotel,8,0,1220,131.63250521702992,218.49666434798672
seq_hotel,8,0,1225,131.9869915690447,218.33911485820238
seq_hotel,8,0,1230,132.33244632810676,218.18557940973034
seq_hotel,8,0,1235,132.66666666666666,218.03703703703704
seq_hotel,8,0,1240,132.98744975717497,217.8944667745889
seq_hotel,8,0,1245,133.29259277208226,217.75884765685234
seq_hotel,8,0,1250,133.57989288383902,217.63115871829376
seq_hotel,8,0,1255,133.84714726489588,217.5123789933796
seq_hotel,8,0,1260,134.09215308770337,217.40348751657626
seq_hotel,8,0,1265,134.31270752471204,217.3054633223502
seq_hotel,8,0,1270,134.5066077483725,217.21928544516777
seq_hotel,8,0,1275,134.6716509311352,217.14593291949546
seq_hotel,8,0,1280,134.8056342454508,217.08638477979963
seq_hotel,8,0,1285,134.90635486376982,217.04162006054676
seq_hotel,8,0,1290,134.97160995854279,217.01261779620322
seq_hotel,8,0,1295,134.9991967022203,217.0003570212354
seq_hotel,8,0,1300,134.85422740524783,217.10204081632654
seq_hotel,8,0,1305,134.3081495991254,217.48429528061226
seq_hotel,8,0,1310,133.4375,218.09375
seq_hotel,8,0,1315,132.3276922376093,218.87061543367346
seq_hotel,8,0,1320,131.06413994169097,219.75510204081633
seq_hotel,8,0,1325,129.7322567419825,220.68742028061223
seq_hotel,8,0,1330,128.41745626822157,221.60778061224488
seq_hotel,8,0,1335,127.20515215014578,222.45639349489795
seq_hotel,8,0,1340,126.18075801749272,223.17346938775512
seq_hotel,8,0,1345,125.4296875,223.69921875
seq_hotel,8,0,1350,125.03735422740525,223.97385204081633
seq_hotel,8,0,1355,125.00815698901722,223.99128443148686
seq_hotel,8,0,1360,125.05698730464837,223.9392167930029
seq_hotel,8,0,1365,125.147794075573,223.842647696793
seq_hotel,8,0,1370,125.27819148010703,223.7043759766764
seq_hotel,8,0,1375,125.44579369656631,223.5272004664723
seq_hotel,8,0,1380,125.64821490326678,223.31392
seq_hotel,8,0,1385,125.88306927852429,223.06733341107872
seq_hotel,8,0,1390,126.14797100065475,222.79023953352768
seq_hotel,8,0,1395,126.44053424797407,222.4854372011662
seq_hotel,8,0,1400,126.75837319879811,222.1557252478134
seq_hotel,8,0,1405,127.09910203144278,221.80390250728863
seq_hotel,8,0,1410,127.46033492422396,221.4327678134111
seq_hotel,8,0,1415,127.83968605545756,221.04512
seq_hotel,8,0,1420,128.23476960345945,220.64375790087465
seq_hotel,8,0,1425,128.64319974654555,220.23148034985422
seq_hotel,8,0,1430,129.06259066303173,219.81108618075802
seq_hotel,8,0,1435,129.4905565312339,219.38537422740524
seq_hotel,8,0,1440,129.9247115294679,218.95714332361516
seq_hotel,8,0,1445,130.3626698360497,218.529192303207
seq_hotel,8,0,1450,130.80204562929515,218.10432
seq_hotel,8,0,1455,131.24045308752014,217.6853252478134
seq_hotel,8,0,1460,131.67550638904055,217.2750068804665
seq_hotel,8,0,1465,132.10481971217231,216.87616373177843
seq_hotel,8,0,1470,132.52600723523128,216.4915946355685
seq_hotel,8,0,1475,132.93668313653336,216.12409842565597
seq_hotel,8,0,1480,133.33446159439447,215.77647393586005
seq_hotel,8,0,1485,133.71695678713047,215.45152
seq_hotel,8,0,1490,134.08178289305724,215.15203545189507
seq_hotel,8,0,1495,134.4265540904907,214.88081912536444
seq_hotel,8,0,1500,134.74888455774675,214.6406698542274
seq_hotel,8,0,1505,135.04638847314126,214.4343864723032
seq_hotel,8,0,1510,135.3166800149901,214.26476781341108
seq_hotel,8,0,1515,135.55737336160922,214.13461271137027
seq_hotel,8,0,1520,135.76608269131447,214.04672
seq_hotel,8,0,1525,135.94042218242174,214.00388851311953
seq_hotel,8,0,1530,136.0842656721394,214.00052394592268
seq_hotel,8,0,1535,136.22201007761404,214.0036703936594
seq_hotel,8,0,1540,136.3564437336947,214.00954572641012
seq_hotel,8,0,1545,136.48763844121206,214.01801999726936
seq_hotel,8,0,1550,136.61566600099664,214.02896325933173
seq_hotel,8,0,1555,136.7405982138791,214.04224556569181
seq_hotel,8,0,1560,136.86250688069003,214.0577369694441
seq_hotel,8,0,1565,136.98146380226004,214.07530752368325
seq_hotel,8,0,1570,137.09754077941975,214.0948272815038
seq_hotel,8,0,1575,137.21080961299973,214.11616629600033
seq_hotel,8,0,1580,137.32134210383057,214.1391946202674
seq_hotel,8,0,1585,137.42921005274295,214.16378230739963
seq_hotel,8,0,1590,137.5344852605674,214.18979941049153
seq_hotel,8,0,1595,137.63723952813456,214.21711598263772
seq_hotel,8,0,1600,137.73754465627505,214.24560207693273
seq_hotel,8,0,1605,137.83547244581942,214.27512774647116
seq_hotel,8,0,1610,137.9310946975983,214.30556304434756
seq_hotel,8,0,1615,138.0244832124423,214.33677802365656
seq_hotel,8,0,1620,138.11570979118207,214.3686427374927
seq_hotel,8,0,1625,138.20484623464813,214.40102723895052
seq_hotel,8,0,1630,138.29196434367114,214.43380158112464
seq_hotel,8,0,1635,138.37713591908172,214.4668358171096
seq_hotel,8,0,1640,138.4604327617104,214.5
seq_hotel,8,0,1645,138.54192667238783,214.5331641828904
seq_hotel,8,0,1650,138.62168945194463,214.56619841887536
seq_hotel,8,0,1655,138.69979290121142,214.59897276104945
seq_hotel,8,0,1660,138.77630882101872,214.63135726250732
seq_hotel,8,0,1665,138.85130901219722,214.66322197634344
seq_hotel,8,0,1670,138.92486527557747,214.6944369556524
seq_hotel,8,0,1675,138.9970494119901,214.72487225352884
seq_hotel,8,0,1680,139.06793322226574,214.75439792306727
seq_hotel,8,0,1685,139.13758850723494,214.78288401736228
seq_hotel,8,0,1690,139.20608706772836,214.81020058950847
